Restaurant name,Contacted about Rewards,Offer delivery/takeout during forced closure,Contact Email,Website,Last Contact Date,POC,Location,Restaurant Group,Type of Service,Contact Name,Decison Maker,Decision Maker's Phone,Visited (old),Emailed,Had Interview,Interested,Signed contract,Phone #,"Has loyalty 
or rewards?",Best time to call,Address
Opart Thai House,,,,,,,Near Southside,,,,,,,,,,,,,,
Ora,,,,,,,Andersonville,,,,,,,,,,,,,,
Orange Restaurant Chicago,y,,Contact Form,https://orangerestaurantchicago.com/,02/19/20,Dan,,,,,,,,,,,,,,,
Original Rainbow Cone,y,,Contact Form,https://www.rainbowcone.com/,02/26/20,Dan,,,CS,,,,,,,,,,,,
Osteria Langhe,y,,info@osterialanghe.com,https://www.osterialanghe.com/,02/24/20,Dan,,,,,,,,,,,,(773) 661-1582,,,
Osteria Via Stato,n,,Contact Form,https://www.osteriaviastato.com/,,,,LEYE,,,,,y,,,,,(312) 642-8450,LEYE,,
Over Easy Cafe,y,,GMNordine@gmail.com,https://www.overeasycafechicago.com/,02/24/20,Dan,,,,,,,,,,,,,,,
Ovo Frito Cafe,,,,https://www.yelp.com/biz/ovo-frito-cafe-evanston,,,Evanston,,FS,,,,,,,,,,,,
Owen & Engine,y,,info@owenengine.com,https://www.owenandengine.com/,02/21/20,Dan,Bucktown,,FS,,,,,,,,,,,,
P.S. Bangkok,y,,psbangkok@yahoo.com,https://www.psbangkok.com/,02/26/20,Dan,Lake View,,FS,,,,,,,,,,,,
Pacific Standard Time,y,,bruce@pstchicago.com,https://www.pstchicago.com/,02/26/20,Dan,,OneOff,,,,,,,,,,,,,
Paladar,y,,Contact Form,http://paladarchicago.com/,02/15/20,Dan,,,FS,,,,,,,,,(773) 252-4747,,11am-11pm,
Pampanga Restaurant,,,,https://www.yelp.com/biz/pampangas-cuisine-filipino-chicago,,,,,FS,,,,,,,,,,,,
Pancake Cafe,y,,Contact Form,https://www.pancakecafe.com/menu/,02/24/20,Dan,,,,,,,,,,,,(773) 270-5301,,8-3pm,
Panes Bread Cafe,,,,,,,Lake View,,CS,,,,,,,,,,,,
Panino's Pizza,,,Unlisted,http://chicago.paninospizzeria.com/,,,,,,,,,,,,,,(773) 472-6200,,,
Parachute,y,,info@parachuterestaurant.com,http://www.parachuterestaurant.com/menu,02/15/20,Dan,,,FS,,,,,,,,,,,,
Paradise Park,y,,Alyssa@paradisepark.pizza,https://paradisepark.pizza/,02/19/20,Dan,Wicker Park,,FS,,,,y,,,,,,,,
Paradise Pup,,,,,,,Des Plaines,,,,,,,,,,,,,,
Park Grill,n,,Contact Form,https://www.parkgrillchicago.com/,,,,,FS,Alexa,,,y,,,,,(312) 521-7275,y,11am-10pm,
Park Tavern,,,,,,,West Loop,,,,,,,,,,,,,,
Parkers' Restaurant & Bar,y,,tsandow@parkersamerican.com,http://parkersamerican.com/,02/15/20,Dan,Downers Grove,,FS,,,,,,,,,,,,
Parlay Joy,,,Unlisted,https://www.parlaychi.com/,,,,8 Hospitality Group,,,,,,,,,,,,,
Parlor Pizza Bar,y,,info@parlorchicago.com,https://parlorchicago.com/,02/19/20,Dan,,Parlor Hospitality Group,,,,,n,,,,,,,,
Pars Cove Restaurant,y,,Contact Form,https://www.parscove.com/,02/24/20,Dan,,,,,,,,,,,,,,,
Parson’s Chicken & Fish,,,,,,,Logan Square,,,,,,,,,,,,,,
Parsons chicken and fish,y,,eric@parsonschickenandfish.com,http://www.parsonschickenandfish.com/,02/24/20,Jake,,Chain,,,,,,,,,,,,,
Passerotto,,,,,,,,LM Restaurant Group,,,,,,,,,,,,,
Pasta Palazzo,,,Unlisted,http://pastapalazzo.com/,,,Lincoln Park,,FS,,,,,,,,,,,,
Pasteur,,,,https://www.yelp.com/biz/pasteur-chicago,,,Edgewater,,FS,,,,,,,,,,,,
Pastoral,,,,,,,The Loop,,,,,,,,,,,,,,
Patino’s Grill,,,,https://www.yelp.com/biz/patinos-grill-chicago,,,Irving Park,,FS,,,,,,,,,,,,
Patio Beef,,,,,,,Edgewater,,,,,,,,,,,,,,
Pauline’s,,,,,,,Andersonville,,,,,,,,,,,,,,
Pearl’s Southern Comfort,y,,PEARLSSOUTHERNCOMFORT@GMAIL.COM,https://www.pearlschicago.com/,02/24/20,Dan,Edgewater,,FS,,,,,,,,,,,,
Peckish Pig,,,,,,,Evanston,,,,,,,,,,,,,,
Pelago Ristorante,y,,INFO@PELAGORESTAURANT.COM,http://www.pelagorestaurant.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Penumbra,,,,https://www.yelp.com/biz/penumbra-chicago,,,Logan Square,,FS,,,,,,,,,,,,
Pequod’s Pizza,y,,service@pequodspizza.com,https://pequodspizza.com/,02/19/20,Dan,Lincoln Park,,,,,,,,,,,,,,
Perkolator,,,,,,,Dunning,,,,,,,,,,,,,,
Pete's Place Restaurant,,,,https://www.yelp.com/biz/petes-place-chicago,,,,,,,,,,,,,,(773) 722-8948,,6-2pm,
Pete’s Pizza & Bakehouse,,,,,,,Edgewater,,,,,,,,,,,,,,
Pete’s Pizza & Restaurant,,,,,,,North Center,,,,,,,,,,,,,,
Petterino's,,,,https://www.petterinos.com/,,,,LEYE,FS,,,,y,,,,,(312) 422-0150,LEYE,11am-9pm,
Petterino’s,,,,,,,The Loop,,,,,,,,,,,,,,
Philly Bros,,,,,,,Lincoln Park,,CS,,,,,,,,,,,,
Phlour Bakery & Cafe,,,,,,,Edgewater,,CS,,,,,,,,,,,,
Pho’s Spicier,,,,,,,Lake View,,,,,,,,,,,,,,
Phoenix Restaurant,,,Unlisted,http://www.chinatownphoenix.com/,,,Chinatown,,FS,,,,,,,,,,,,
Pi-Hi Cafe,y,,Contact Form,https://www.pi-hi.com/,02/24/20,Dan,Roscoe Village,,FS,,,,,,,,,,,,
Piatto Pronto,,,,,,,Andersonville,,CS,,,,,,,,,,,,
Piazza Bella,y,,piazzabellapr@gmail.com,https://www.piazzabellachicago.net/,02/24/20,Dan,Lake View,,FS,,,,,,,,,,,Manager saturday 12pm,
Piccolo Sogno,y,,info@piccolosognorestaurant.com,https://www.piccolosognorestaurant.com/,02/24/20,Dan,,,FS,,,,,,,,,,,,
Piccolo Sogno Due,,,,,,,,,Closed,,,,,,,,,,,,
Pick Me Up Cafe,,,Unlisted,http://pmucafe.com/,,,,,,,,,,,,,,(773) 248-6613,,,
Piece,y,,piecepizzeria@gmail.com,http://www.piecechicago.com/,02/15/20,Dan,Wicker Park,,FS,,,,n,,,,,,,,
Piece Pizzeria,y,,piecepizzeria@gmail.com,,02/29/20,Jake,,,FS,Bill,Bill,,y,y,y,y,n,,,,
Pierogi Heaven,y,,pierogiheaven@gmail.com,,,Jake,The Loop,,CS,,,,y,y,,,,,,,
Pierrot Gourmet,y,,pch@peninsula.com,https://www.peninsula.com/en/chicago/hotel-fine-dining/pierrot-gourmet-french-cafe,02/15/20,Dan,River North,,CS/FS,Martin Rahn,,,y,,,,,(312) 573-6749,,,
Ping Pong,,,,,,,Lake View,,,,,,,,,,,,,,
Pingpong,,,Unlisted,http://www.pingpongrestaurant.com/,,,Lake View,,FS,,,,,,,,,,,,
Pink Taco,,,Contact Form (broken),http://www.pinktaco.com/locations/chicago/,,,River North,,FS,,,,,,,,,,,,
Pinstripes,,,,,,,Near North Side,,,,,,,,,,,,,,
Pippin's Tavern,y,,Contact Form,https://pippinstavern.com/,02/19/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
Pita Inn,,,,,,,Skokie,,,,,,,,,,,,,,
Pita O Grill,,,,,,,Edgewater,,Closed,,,,,,,,,,,,
Pittsfield Cafe,,,,,,,The Loop,,,,,,,,,,,,,,
Pizano's Pizza & Pasta,y,,cspitzer@pizanoschicago.com,https://www.pizanoschicago.com/,,,River North,,FS,,,,,,,,,,,,
Pizza Mania,,,,,,,Edgewater,,,,,,,,,,,,,,
Pizzeria Aroma,,,,,,,Edgewater,,,,,,,,,,,,,,
Pizzeria Due,y,,Contact Form,https://www.pizzeriaunodue.com/,02/24/20,Dan,,Unos,,,,,,,,,,,,,
Pizzeria Portofino,y,,Contact Form,https://www.pizzeriaportofino.com/,02/24/20,Dan,River North,,FS,,,,,,,,,,,,
Pizzeria Uno,,,,https://www.unos.com/,,,,,FS,,,,,,,,,,,,
Pizzeria Via Stato,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Pleasant House Pub,y,,Contact Form,http://www.pleasanthousepub.com/,02/15/20,Dan,,,FS,,,,,,,,,(773) 523-7437,,,
Plymouth restaurant,y,,plymouthgrill@yahoo.com,http://plymouthgrill.com/,02/25/20,Jake,,,FS,,Donnamarie,,n,,,,,(312) 362-1212,,,
Poke,y,,mercedes.daliege@alohapokeco.com,https://www.alohapokeco.com/contact/,02/25/20,Dan,Lakeview,Chain,CS,Mercedes,,,,,,,,,,,
Poke Burrito,,,,,,,North Center,,,,,,,,,,,,,,
Poke Poke,y,,media@pokepokechi.com,,02/25/20,Jake,Loop,,CS,,,,y,y,y,n,,,,,
Politan Row,y,,jessi@politanrow.com,,03/08/20,Jake,,,FS,Jesse,,,,,,,,,,,
Pollo Campero,,,,https://www.tripadvisor.com/Restaurant_Review-g35805-d1187384-Reviews-Pollo_Campero-Chicago_Illinois.html,,,,,CS,,,,,,,,,,,,
Pollo Express,,,,https://www.yelp.com/biz/pollo-express-chicago-2,,,Pilsen,,CS,,,,,,,,,,,,
Polygon Cafe,,,,https://www.yelp.com/biz/polygon-cafe-chicago,,,Andersonville,,FS,,,,,,,,,,,,
Pompei Bakery,y,,INFO@pompeiusa.com,http://www.pompeiusa.com/,03/01/20,Jake,,,CS/FS,,,,,,,,,,,,
Pops for Champagne,y,,info@popsforchampagne.com,https://www.popsforchampagne.com/,02/25/20,Dan,River North,,FS,,,,,,,,,,,,
Pork & Mindy's,y,,Contact Form,https://porkandmindys.com/,02/19/20,Dan,Wicker Park,,CS,,,,,,,,,,,,
Portillos,y,,Contact Form,https://www.portillos.com/locations/chicago/,,Dan,RIver North,,CS,,,,,,,,,,,,
Portolino,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Portsmith,y,,info@portsmithchicago.com,https://www.portsmithchicago.com/,02/26/20,Dan,,The Fifty/50 Group,,Isabella,,,n,,,,,(312) 202-6050,,,
Potbelly,n,,Contact Form,https://www.potbelly.com/,,,,Franchise,,,,,y,,,,,,,,
PR Italian Bistro,,,,,,,Wrigleyville,,,,,,,,,,,,,,
Prairie Grass Cafe,y,,Contact Form,http://www.prairiegrasscafe.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Prasino,,,,,,,,,Closed,,,,,,,,,,,,
Pressure Billiards & Cafe,,,,,,,Edgewater,,,,,,,,,,,,,,
Prime & Provisions,y,,Contact Form,https://www.primeandprovisions.com/,02/21/20,Dan,,DineAmic,,,,,,,,,,,,,
Prime Bar,,,,,,,,Tavern Collective,,,,,,,,,,,,,
Primo Pizza,,,,,,,Andersonville,,,,,,,,,,,,,,
Prosecco,,,Unlisted,http://proseccochicago.com/,,,River North,,FS,,,,,,,,,,,,
Proxi,y,,gm@proxichicago.com,https://www.proxichicago.com/,,Jake,West Loop,,FS,,Elmer,,y,,,,,,,,
Pub Royale,y,,info@pubroyale.com ,https://www.pubroyale.com/,02/26/20,Dan,West Town,Heisler,FS,,,,,,,,,,,,
Public House,y,,info@publichousechicago.com,https://www.publichousechicago.com/,02/26/20,Dan,,DineAmic,,,,,y,,,,,(312) 265-1240,,,
Public Landing,,,Unlisted,https://www.publiclandingrestaurant.com/,,,Lockport,,FS,,,,,,,,,,,,
Publican Quality Meats,y,,info@publicanqualitymeats.com,http://www.publicanqualitymeats.com/,02/15/20,Dan,,,CS,,,,,,,,,,,,
Puebla,,,,https://www.yelp.com/biz/puebla-restaurant-chicago-2,,,Logan Square,,FS,,,,,,,,,,,,
Pueblo Nuevo,,,,,,,Portage Park,,,,,,,,,,,,,,
Punch Bowl Social,y,,Contact Form,https://www.punchbowlsocial.com/location/chicago,02/26/20,Dan,West Loop,,FS,,,,,,,,,,,,
PUNCH HOUSE,,,,,,,,16 on center,,,,,,,,,,,,,
Qing Xiang Yuan Dumplings,,,Unlisted,https://qxydumplings.com/,,,Chinatown,,FS,,,,,,,,,,,,
Quality Crab and Oyster Bah,n,,Contact Form,https://www.qualitycrabandoysterbah.com/,,,,LEYE,,,,,y,,,,,,,,
Quartino Ristorante,y,,Contact Form,https://www.quartinoristorante.com/,02/15/20,Dan,,Gibson's Restaurant Group,FS,Lexi,,,y,,,,,(312) 698-5000,,11:30am-2am,
Que Rico Mexican Restaurant,,,,https://www.yelp.com/biz/que-rico-chicago,,,,,,,,,,,,,,,,,
Quesadilla La Reyna del Sur,,,,,,,Bucktown,,CS,,,,,,,,,,,,
Qulinarnia,y,,info@qulinarnia.com,https://www.qulinarnia.com/,02/26/20,Dan,,,FS,,,,,,,,,,,,
R.J. Grunts,n,,,https://www.rjgruntschicago.com/,,,,LEYE,FS,,,,n,,,,,,LEYE,,
Racine Plumbing Bar & Grill,,,Unlisted,https://chicago.eater.com/2019/8/14/20805671/racine-plumbing-reopening-new-owner-lincoln-park-sports-bar,,,Lincoln Park,,FS,,,,n,,,,,,,,
Rainforest Cafe,,,,,,,,Landry's,,,,,,,,,,,,,
Rakki Cafe,,,,,,,Wicker Park,,CS,,,,,,,,,,,,
Ramen Takeya,,,,,,,Fulton Market,,,,,,,,,,,,,,
Ramen Wasabi,y,,INFO@WASABICHICAGO.COM,http://www.wasabichicago.com/ramen,02/15/20,Dan,Palmer Square,,FS,,,,,,,,,,,,
Ramen-San,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Ranalli's,,,Unlisted,https://ranallislincolnpark.com/,,,,Four corners,,,,,n,,,,,(312) 642-4700,,,
Randolph Tavern,y,,gm@randolphtavern.com,,02/14/20,,,Tavern Collective,FS,Stefany,,,,,,,,,,,
Range,y,,megan.k@rangechicago.com ,http://rangechicago.com/,02/15/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Rangoli,y,,Contact Form,https://rangolifeast.com/,02/20/20,Dan,,,FS,,,,,,,,,(773) 697-7114,,,
Ras Dashen,y,,Contact Form,https://www.rasdashenrestaurantchicago.com/,02/15/20,Dan,,,FS,,,,y,,,,,(773) 506-9601,,,
Real Good,,,hello@realgoodstuffco.com,https://realgoodstuffco.com/,,,,,,,,,,,,,,,,,
Real Kitchen,,,,,,,Lake View,,CS,,,,,,,,,,,,
Rebar,,,,https://www.trumphotels.com/chicago/dining/downtown-chicago-bars,,,River North,,FS,,,,,,,,,,,,
Red Rover Café,,,,,,,Edgewater,,,,,,,,,,,,,,
Redhead Piano Bar,y,,"redhead@lmgchicago.com, Contact Form",https://redheadpianobar.com/,02/15/20,Dan,,,,,,,y,,,,,(312) 640-1000,,,
Reel Club,,,,,,,,,Closed,,,,,,,,,,,,
Relos Cafe,y,,regen@reloscafe.com,,02/10/20,Jake,Little Italy,,CS,Regen,,,,,,,,,,,
Remington's,y,,khoxie@4srg.com,http://www.remingtonschicago.com/,02/15/20,Dan,The Loop,4star,FS,,Kelly,,n,,,,,(312) 782-6000,,11:30am-10pm,
Reno,y,,melissa@renochicago.com,https://www.renochicago.com/,02/26/20,Dan,,,,,,,,,,,,,,,
Replay - Andersonville,y,,niko@lkhmgmt.com,,,,Andersonville,,,,,,,,,,,,,,
REVIVAL FOOD HALL,,,,,,,,16 on center,,,,,,,,,,,,,
Revolution Brewing - Brewery & Taproom,y,,info@revbrew.com,https://revbrew.com/,02/20/20,Dan,Avondale,,CS,,,,,,,,,,,,
Revolution Brewing - Brewpub,y,,info@revbrew.com,https://revbrew.com/visit/brewpub,02/20/20,Dan,Palmer Square,,FS,,,,,,,,,,,,
Reza's,y,,RezasRestaurant@gmail.com,https://www.rezasrestaurant.com/,02/26/20,Dan,Andersonville,,FS,,,,,,,,,,,,
Reza’s Restaurant,,,,,,,Andersonville,,,,,,,,,,,,,,
Rica Arepa,,,,,,,Hermosa,,,,,,,,,,,,,,
Riccardo Osteria,y,,info@riccardoosteria.com,,02/25/20,Jake,,,FS,,,,,,,,,,,,
Rice Thai Asian Kitchen,,,,,,,Edgewater,,,,,,,,,,,,,,
Rickshaw Republic,y,,eat@rickshawrepublic.com,http://rickshawrepublic.com/,02/15/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Ricobene’s,,,,,,,Chinatown,,CS,,,,,,,,,,,,
Ride or Pie,y,,tara@dimospizza.com,https://www.yelp.com/biz_photos/dimos-pizza-chicago-3?select=oc_XHkp5jvnOgJCZZrfueQ,,Jake,Wicker Park,,CS,,,,,,,,,,,,
Rise Sushi & Sake Lounge,y,,Contact Form,https://www.shinerestaurant.com/,02/22/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Riva Crab House,,,,,,,,Phil Stefani,,,,,,,,,,,,,
River Roast,y,,scaicedo@levyrestaurants.com,https://www.riverroastchicago.com/,02/15/20,Dan,River North,Levy Restaurants,FS,,,,y,,,,,(312) 822-0100,,11:30am-10pm,
River Shannon,y,,Contact Form,https://therivershannon.com/,02/20/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
Rivers Restaurant,y,,reservations@riversrestaurant.com,http://riversrestaurant.com/,02/24/20,Jake,The Loop,,FS,,,,n,,,,,,,,
Rizzo's Bar & Inn,y,n,eddie@rbichicago.com,https://rizzosbarandinn.com/,03/14/20,Jake,Lake View,,FS,Eddie,,,y,y,y,y,y,(773) 799-8161,,,
RJ Grunts,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
RL Restaurant,,,Unlisted,https://www.ralphlauren.com/global-rl-chicago,,,,,,,,,n,,,,,(312) 475-1100,,,
Roanoke Restaurant,y,,BAlaoui@roanokehospitality.com,https://www.theroanokerestaurant.com/,03/01/20,Jake,,,FS,Brad,,,y,y,,,,(312) 940-3760,n,,
Robert’s Pizza & Dough Company,y,,Contact Form,http://www.robertspizzacompany.com/,02/15/20,Dan,Near North Side,,FS,,,,,,,,,(312) 265-1328,,,
Roberto's Ristorante & Pizzeria,y,,ROBERTOSITALFOOD@AOL.COM,https://www.robertosristorante.com/,02/26/20,Dan,Elmhurst,,FS,,Pasqual,,,,,,,(630) 279-8486,,,
Robinson's No. 1 Ribs,y,,Contact Form,http://www.rib1.com/,02/15/20,Dan,,,CS,,,,,,,,,,,,
Rock Bottom,y,,Contact Form,https://rockbottom.com/locations/chicago/,02/15/20,Dan,Near North Side,Franchis,FS,Manny,,,y,,,,,(312) 755-9339,,11am-2am,
Rocks,y,,joyce@rocksbargroup.com,http://www.rocksbargroup.com/,02/25/20,Jake,,Small Chain,FS,,,,,,,,,,,,
Roister Restaurant,y,,hospitality@roisterrestaurant.com,https://www.roisterrestaurant.com/,02/26/20,Dan,,,,,,,,,,,,,,,
Roka Akor,y,,bpyroulis@rokaakor.com,https://www.rokaakor.com/chicago/,02/25/20,Jake,River North,Small Chain,FS,Billy (Assistant GM),,,y,y,,,,(312) 477-7652,,,
Rollapalooza,,,,,,,,,,,,,,,,,,,,,
Roots Handmade Pizza,,,,,,,,The Fifty/50 Group,,,,,,,,,,,,,
Rootstock Wine & Beer Bar,y,,Tonya@rootstockbar.com ,https://www.rootstockbar.com/,02/26/20,Dan,Humboldt Park,,FS,,,,,,,,,,,,
Rosebud on Rush,,,Contact Form (broken),http://www.rosebudrestaurants.com/restaurant/rosebud-on-rush/,,,RIver North,Rosebuds,FS,,,,,,,,,,,,
Roti Modern Mediterranean,y,,awithey@roti.com,,03/08/20,Jake,,Small Chain,CS,Aaron,,,,,,,,(312) 332-6013,,,
RPM Italian,n,,Contact Form,http://rpmrestaurants.com/rpmitalian/chicago/,,,,LEYE,,,,,y,,,,,(312) 222-1888,LEYE,Call in morning,
RPM Steak,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Ruby’s Fast Food,,,,,,,Albany Park,,,,,,,,,,,,,,
Rumi Middle Eastern Grill,y,,Contact Form,https://www.rumifalafel.com/,,Jake,Wicker Park,,CS,,,,,,,,,,,,
Runa Japanese,,,Unlisted,https://www.runajapanese.com/,,,Wicker Park,,FS,,,,,,,,,,,,
Russian Tea Time,y,,info@russianteatime.com,https://www.russianteatime.com/,02/26/20,Dan,The Loop,,FS,,,,,,,,,,,,
Ruth's Chris Steak House ,y,,gmchicago@ruthschris.com,https://www.ruthschris.com/restaurant-locations/chicago/,02/26/20,Dan,,,,,,,y,,,,,(312) 321-2725,,,
S&G Restaurant,,,,https://www.urbandictionary.com/define.php?term=%2Fs,,,,,,,,,,,,,,,,,
Saba Italian Bar + Kitchen,y,,info@sabaitalian.com,https://www.sabaitalian.com/,02/26/20,Dan,Logan Square,,FS,,,,,,,,,,,,
Sable Kitchen and Bar,y,,stephanie.adams@sablechicago.com,https://sablechicago.com/,02/20/20,Dan,River North,,FS,Stephanie (GM),,,n,,,,,(312) 755-9704,,,
Sabri Nihari Restaurant,,,,,,,West Rogers Park,,,,,,,,,,,,,,
Sabroso! Mexican Grill,,,,,,,Ukrainian Village,,,,,,,,,,,,,,
SafeHouse Chicago,y,,control@safehousechicago.com,https://www.safehousechicago.com/,02/26/20,Dan,,Marcus Restaurant Group,FS,Morticia,,,n,,,,,(312) 313-1007,n,11:30am-2am,
Sai Cafe,,,Unlisted,http://www.saicafe.com/menu.html,,,Lincoln Park,,FS,,,,,,,,,,,,
Saigon Sisters,y,,maryaregoni@gmail.com,https://www.saigonsisters.com/,03/06/20,Jake,West Loop,,FS,Mary,Mary,,,,,,,,,,
Saint Lou's Assembly,n,,,https://www.saintlouschicago.com/,,,,16 on center,,,,,,,,,,,,,
Sakura Teppanyaki & Sushi,,,Contact Form (broken),http://www.sakura-teppanyaki.com/,,,,,,,,,,,,,,,,,
Sal's Trattoria,y,,info@salstrattoria.com,http://salstrattoria.com/,02/15/20,Dan,Lake View,,FS,,,,,,,,,,,,
Salam Restaurant,,,,,,,Albany Park,,,,,,,,,,,,,,
Salero,,,,,,,,,Closed,,,,,,,,,,,,
Sam’s Chicken & Ribs,,,,,,,Edgewater,,,,,,,,,,,,,,
Sammy’s Kitchen,,,,https://www.yelp.com/biz/sammys-kitchen-chicago,,,Garfield Ridge,,FS,,,,,,,,,,,,
San Soo Gab San,,,,,,,Lincoln Square,,,,,,,,,,,,,,
Sandwiched Chicago,,,,,,,Lincoln Park,,CS,,,,,,,,,,,,
Santorini,,,Unlisted,http://www.santorinichicago.com/,,,,,FS,,,,,,,,,(312) 829-8820,,11am-10pm,
Sapori Trattoria,y,,sapori7@gmail.com,https://www.saporitrattoria.net/,02/15/20,Dan,Lincoln Park,,FS,Ricardo (GM),,,y,,,,,773-832-9999,,"Thursday-Monday 
1-4pm",
Sauce And Bread Kitchen,,,,,,,Edgewater,,CS,,,,,,,,,,,,
Saucy Porka,,,,,,,The Loop,,,,,,,,,,,,,,
Savanna Restaurant,,,Unlisted,https://menupages.com/savanna-restaurant/4111-n-lincoln-ave-chicago,,,,,,,,,n,,,,,(872) 817-7340,,,
Scafuri Bakery,y,,michelle@scafuribakery.com,,02/18/20,,Little Italy,,CS,,,,,,,,,,,,
Schoolyard Tavern & Grill,y,,info@schoolyardtavern.com,https://www.schoolyardtavern.com/,02/26/20,Dan,Lake View,,FS,,,,n,,,,,,,,
Scofflaw,,,,,,,Logan Square,,,,,,,,,,,,,,
Scooter's Frozen Custard,y,,scooter@scootersfrozencustard.com,http://scootersfrozencustard.com/,02/15/20,Dan,,,CS,,,,,,,,,,,,
Sen Sushi Bar,y,,senoakpark@gmail.com,http://www.sensushibar.com/,02/15/20,Dan,Oak Park,,,,,,,,,,,,,,
Seoul Taco,,,,https://www.seoultaco.com/menu-chicago.html,,,,,,,,,,,,,,,,,
Sepia,y,,"am@sepiachicago.com, emmanuel@sepiachicago.com",https://www.sepiachicago.com/,02/24/20,Jake,West Loop,,FS,Lucy,Emmanuel,,y,,,,,,,,
Serai,y,,INFO@SERAICHICAGO.COM,http://www.seraichicago.com/,02/15/20,Dan,Logan Square,,FS,,,,,,,,,,,,
Shaw's Crab House,,,,https://www.shawscrabhouse.com/,,,,LEYE,,,,,y,,,,,(312) 527-2722,LEYE,,
Sheffield’s Wine & Beer Garden,y,,events@sheffieldschicago.com,https://www.sheffieldschicago.com/,02/26/20,Dan,Lake View,,FS,,,,,,,,,,,,
Shenannigans,y,,Contact Form,https://she-nannigans.com/,02/20/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
Shinto Japanese Steakhouse & Sushi Lounge,,,Contact Form (broken),https://shintorestaurants.com/,,,Naperville,,FS,,,,n,,,,,,,,
Shokran,y,,Contact Form,https://shokranchicago.com/,02/20/20,Dan,,,FS,,,,,,,,,(773) 427-9130,,,
Siam Cafe,,,Unlisted,https://www.allmenus.com/il/chicago/209729-siam-cafe/menu/,,,,,FS,,,,,,,,,,,,
Siam Noodle & Rice Restaurant,y,,pjwarneka@gmail.com,https://postmates.com/merchant/siam-noodle-rice-chicago,02/19/20,Dan,Buena Park,,,,Opal,,,,,,,(773) 769-6694,,,
Sidebar,,,Unlisted,https://sidebarchi.com/,,,,Four Corners,,,,,,,,,,,,,
SideDoor,y,,Contact Form,https://www.lawrysonline.com/sidedoor-chicago/,02/23/20,Dan,River North,Lawry's,FS,,,,,,,,,(312) 787-6768,,,
Siena Tavern,y,,kamil@sienatavern.com,https://www.sienatavern.com/,02/26/20,Dan,,DineAmic,,Jovana,,,y,,,,,(312) 595-1322,,,
Simone’s Bar,,,,,,,Pilsen,,,,,,,,,,,,,,
Simply It,,,,https://www.yelp.com/biz/simply-it-chicago,,,Lincoln Park,,FS,,,,,,,,,,,,
Simply Thalia,y,,info@simplythalia.com,https://www.simplythalia.com/,02/26/20,Dan,The Loop,,FS,,,,,,,,,,,,
Slippery Slope,y,,Contact Form,https://www.slipperyslopechicago.com/,02/26/20,Dan,,,,,,,,,,,,,,,
Sluggers World Class Sports Bar & Grill,y,,sluggerswrigleyville@outlook.com,http://www.sluggersbar.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Smack Dab,,,,,,,Rogers Park,,,,,,,,,,,,,,
Small Cheval,y,,contact@smallcheval.com,http://smallcheval.com/,02/15/20,Dan,,,CS,,,,,,,,,,,,
Smoke Daddy BBQ (Wicker Park),y,,marketing@4srg.com,https://www.thesmokedaddy.com/,02/15/20,Dan,,4star,FS,,,,n,,,,,,,,
Smoke Daddy BBQ (Wrigleyville),y,,marketing@4srg.com,https://www.thesmokedaddy.com/,02/15/20,Dan,,4star,FS,,,,n,,,,,,,,
Smoque BBQ,y,,info@smoquebbq.com,https://smoquebbq.com/,02/20/20,Dan,,,CS,Kiomara,,,,,,,,(773) 545-7427,n,,
Sociale,,,,,,,,Good Eats Group,,,,,,,,,,,,,
SoJu BBQ,,,,https://www.yelp.com/biz/soju-bbq-chicago,,,Near West Side,,FS,,,,,,,,,,,,
Sol Cafe,,,,,,,Rogers Park,,,,,,,,,,,,,,
Somerset,y,,info@somersetchicago.com,https://www.somersetchicago.com/,02/26/20,Dan,,Boka Restaurant Group,,,,,,,,,,,,,
Sono Wood Fired,,,,,,,,Good Eats Group,,,,,,,,,,,,,
Soulwich,,,,,,,Evanston,,,,,,,,,,,,,,
Soupbox,y,,fred@soupbox.com,,02/26/20,Jake,,,CS,Fred,,,y,y,y,y,,,,,
South Branch,y,,Jhernandez@southbranchchicago.com,https://www.southbranchchicago.com/,02/26/20,Dan,,Bottleneck Management,,,,,y,,,,,,,,
Southern Cut Barbeque,,,,,,,Streeterville,,,,,,,,,,,,,,
Southport Grocery & Cafe,y,,info@southportgrocery.com,https://southportgrocery.com/,02/20/20,Dan,Lake View,,CS/FS,,,,,,,,,,,,
SP Kebab,,,,,,,Rogers Park,,CS,,,,,,,,,,,,
Spacca Napoli,,,,,,,Ravenswood,,,,,,,,,,,,,,
